"doc_id","sentence_blurb"
"1-100/United States v. Abbott, 87 F.4th 616","For the United States to succeed on the first clause, the district court considered whether the segment of the Rio Grande at issue is a ""navigable"" waterway and whether the floating barrier is an ""obstruction"" to the navigable capacity of that waterway. For the United States to succeed on the second [**7] clause, the district court further considered whether the floating barrier is an ""other structure"" requiring a permit from the Corps before construction."
"1-100/United States v. Abbott, 87 F.4th 616","For the United States to succeed on the second [**7] clause, the district court further considered whether the floating barrier is an ""other structure"" requiring a permit from the Corps before construction. We address each in turn."
"1-100/United States v. Abbott, 87 F.4th 616","We address each in turn. We then address the district court's findings on Texas's self-defense argument. i."
"1-100/United States v. Abbott, 87 F.4th 616","Navigability is a factual question reviewed for clear error. United States v."
"1-100/United States v. Abbott, 87 F.4th 616","Appalachian Elec. Power Co., 311 U.S. 377, 405, 61 S."
"1-100/United States v. Abbott, 87 F.4th 616","Ct. 291, 85 L. Ed. 243 (1940). [*623] The Code of Federal Regulations defines navigable waters as: [T]hose waters that are subject to the ebb and flow of the tide and/or are presently used, or have been used in the past, or may be susceptible for use to transport interstate or foreign commerce."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 243 (1940). [*623] The Code of Federal Regulations defines navigable waters as: [T]hose waters that are subject to the ebb and flow of the tide and/or are presently used, or have been used in the past, or may be susceptible for use to transport interstate or foreign commerce. A determination of navigability, once made, applies laterally over the entire surface of the waterbody, and is not extinguished by later actions or events which impede or destroy navigable capacity. 33 C.F.R. § 329.4. Prior to the passage of the RHA, the Supreme Court defined navigable waters as those ""used, or are susceptible of being used, in their ordinary condition, as highways for commerce, over which trade and travel are or may be conducted in the customary modes of trade and travel on water."" The Daniel Ball, 77 U.S. 557, 563, 19 L."
"1-100/United States v. Abbott, 87 F.4th 616","A determination of navigability, once made, applies laterally over the entire surface of the waterbody, and is not extinguished by later actions or events which impede or destroy navigable capacity. 33 C.F.R. § 329.4. Prior to the passage of the RHA, the Supreme Court defined navigable waters as those ""used, or are susceptible of being used, in their ordinary condition, as highways for commerce, over which trade and travel are or may be conducted in the customary modes of trade and travel on water."" The Daniel Ball, 77 U.S. 557, 563, 19 L. Ed. 999 (1871)."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 999 (1871). Following the passage of the RHA, the Supreme Court [**8] broadened its definition of navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Following the passage of the RHA, the Supreme Court [**8] broadened its definition of navigability. In Economy Light & Power Co. v."
"1-100/United States v. Abbott, 87 F.4th 616","In Economy Light & Power Co. v. United States, 256 U.S. 113, 41 S."
"1-100/United States v. Abbott, 87 F.4th 616","Ct. 409, 65 L. Ed. 847 (1921), it expanded the definition to include waters formerly used in interstate commerce but no longer capable of such use."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 847 (1921), it expanded the definition to include waters formerly used in interstate commerce but no longer capable of such use. Id. at 123-24."
"1-100/United States v. Abbott, 87 F.4th 616","Id. at 123-24. And in Appalachian Electric, it expanded the definition to include waters not presently used, but capable of future use with reasonable improvement. 311 U.S. at 408-09."
"1-100/United States v. Abbott, 87 F.4th 616","Valley Conservancy Dist. v. Alexander, 692 F.2d 447, 450 (6th Cir. 1982)."
"1-100/United States v. Abbott, 87 F.4th 616","Alexander, 692 F.2d 447, 450 (6th Cir. 1982). Texas focuses much of its argument on the current state of the at-issue segment of the Rio Grande."
"1-100/United States v. Abbott, 87 F.4th 616","Texas focuses much of its argument on the current state of the at-issue segment of the Rio Grande. But the current condition of the Rio Grande is not dispositive, as the tests for navigability set forth by the Supreme Court permit a review of whether the Rio Grande was historically navigable—that is, whether it was historically used in or susceptible of use in commerce—or whether it may be navigable in the future with reasonable improvements."
"1-100/United States v. Abbott, 87 F.4th 616","But the current condition of the Rio Grande is not dispositive, as the tests for navigability set forth by the Supreme Court permit a review of whether the Rio Grande was historically navigable—that is, whether it was historically used in or susceptible of use in commerce—or whether it may be navigable in the future with reasonable improvements. See United States v."
"1-100/United States v. Abbott, 87 F.4th 616","See United States v. Utah, 283 U.S. 64, 82, 51 S."
"1-100/United States v. Abbott, 87 F.4th 616","Ct. 438, 75 L. Ed. 844 (1931) (stating that ""[t]he extent of existing commerce is not the test"" for navigability); see also Econ."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 844 (1931) (stating that ""[t]he extent of existing commerce is not the test"" for navigability); see also Econ. Light, 256 U.S. at 117 (finding the Desplaines River navigable despite ""no evidence of actual [**9] navigation within the memory of living men"")."
"1-100/United States v. Abbott, 87 F.4th 616","Light, 256 U.S. at 117 (finding the Desplaines River navigable despite ""no evidence of actual [**9] navigation within the memory of living men""). The district court made two alternative, independent findings that the at-issue segment of the Rio Grande is navigable: first, that it had been used or was susceptible of use in commerce in the past and second, that it was susceptible of future use in commerce with reasonable improvements."
"1-100/United States v. Abbott, 87 F.4th 616","The district court made two alternative, independent findings that the at-issue segment of the Rio Grande is navigable: first, that it had been used or was susceptible of use in commerce in the past and second, that it was susceptible of future use in commerce with reasonable improvements. We begin with historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","We begin with historical navigability. The district court concluded that the United States presented sufficient evidence to carry its burden at this stage."
"1-100/United States v. Abbott, 87 F.4th 616","The district court concluded that the United States presented sufficient evidence to carry its burden at this stage. We agree."
"1-100/United States v. Abbott, 87 F.4th 616","We agree. In its complaint, the United States attached several exhibits discussing the navigability of the at-issue segment of the Rio Grande."
"1-100/United States v. Abbott, 87 F.4th 616","In its complaint, the United States attached several exhibits discussing the navigability of the at-issue segment of the Rio Grande. Included among those is a document issued on December 20, 2011, by the Corps titled ""Navigable Waters of the United States in the Fort Worth, Albuquerque, and Tulsa Districts Within the State of Texas."" It includes the Rio Grande from ""the Zapata-Webb county line upstream to the point of intersection of the Texas-New Mexico state line and Mexico"" as ""navigable waters of the United States"" falling within the Corps' jurisdiction.2 [*624] The United States also attached an authenticated document titled ""Navigability Determination, Rio Grande River, TX,"" published in 1984, in which the United States Coast Guard indicated that the Rio Grande River ""was listed among the navigable waters of the United States pursuant to treaties with Mexico and for Coast Guard regulatory purposes."" The Coast Guard published these determinations yearly from 1947 to 1976, when the practice of publishing lists of navigable waters ceased."
"1-100/United States v. Abbott, 87 F.4th 616","Included among those is a document issued on December 20, 2011, by the Corps titled ""Navigable Waters of the United States in the Fort Worth, Albuquerque, and Tulsa Districts Within the State of Texas."" It includes the Rio Grande from ""the Zapata-Webb county line upstream to the point of intersection of the Texas-New Mexico state line and Mexico"" as ""navigable waters of the United States"" falling within the Corps' jurisdiction.2 [*624] The United States also attached an authenticated document titled ""Navigability Determination, Rio Grande River, TX,"" published in 1984, in which the United States Coast Guard indicated that the Rio Grande River ""was listed among the navigable waters of the United States pursuant to treaties with Mexico and for Coast Guard regulatory purposes."" The Coast Guard published these determinations yearly from 1947 to 1976, when the practice of publishing lists of navigable waters ceased. The document further stated that ""the designated stretch of the Rio Grande River remains a navigable waterway of the United States.""3 In his declaration authenticating the document, Captain Brandy Parker of the U.S. Coast Guard indicated that ""the 1984 navigability determination is still in effect."" The United States also relied on an extensive study performed by the Corps that concluded: ""The Rio Grande River between River Mile 275.5 and 610.0, on the United States side from the centerline of the normal channel, is a navigable water of the United States."" This determination of navigability by the Corps is based on a report titled ""Navigability Study, Rio Grande, Tributaries, and Lakes, Rio [**11] Grande Basin, River Mile 275.5 to 610.0 date March 1975"" (the ""Navigability Study"")."
"1-100/United States v. Abbott, 87 F.4th 616","The document further stated that ""the designated stretch of the Rio Grande River remains a navigable waterway of the United States.""3 In his declaration authenticating the document, Captain Brandy Parker of the U.S. Coast Guard indicated that ""the 1984 navigability determination is still in effect."" The United States also relied on an extensive study performed by the Corps that concluded: ""The Rio Grande River between River Mile 275.5 and 610.0, on the United States side from the centerline of the normal channel, is a navigable water of the United States."" This determination of navigability by the Corps is based on a report titled ""Navigability Study, Rio Grande, Tributaries, and Lakes, Rio [**11] Grande Basin, River Mile 275.5 to 610.0 date March 1975"" (the ""Navigability Study""). The Navigability Study, relied upon by the district court, reflects in detail on past commerce in the region.4 The first practical navigation in the region occurred during the Mexican American War."
"1-100/United States v. Abbott, 87 F.4th 616","The Navigability Study, relied upon by the district court, reflects in detail on past commerce in the region.4 The first practical navigation in the region occurred during the Mexican American War. ""General Zachary Taylor importuned the quartermaster for light steamboats for patrol and military transportation purposes."
"1-100/United States v. Abbott, 87 F.4th 616","""General Zachary Taylor importuned the quartermaster for light steamboats for patrol and military transportation purposes. The Corvette, Whitesville, Major Brown, and Colonel Cross arrived from Pittsburg in June, 1846."
"1-100/United States v. Abbott, 87 F.4th 616","The Corvette, Whitesville, Major Brown, and Colonel Cross arrived from Pittsburg in June, 1846. Other steamboats plying the Rio Grande at the time were the J."
"1-100/United States v. Abbott, 87 F.4th 616","Other steamboats plying the Rio Grande at the time were the J. E."
"1-100/United States v. Abbott, 87 F.4th 616","E. Roberts and the Brownsville."" In an extract from People and Plots on the Rio Grande by V."
"1-100/United States v. Abbott, 87 F.4th 616","Roberts and the Brownsville."" In an extract from People and Plots on the Rio Grande by V. N."
"1-100/United States v. Abbott, 87 F.4th 616","M. Fenwick (1957), the authors indicate the importance of steamboats in the transportation of supplies for Taylor's army: ""These played a most important role in the history of the conflict and for many years thereafter river navigation was vital to the life of the area between Ringgold and Brownsville, and to some extent as far up to Laredo."" Navigation was then extended further upstream: ""In October, 1846, a successful attempt was made to ascend the Rio Grande in the United States steamer Major Brown, by order of General [**12] Patterson . . .."" Another account discusses navigating to the Big Bend reach, the farthest [*625] upstream area of which any account was found: The head of steam navigation in the 1850's . . . was Roma."
"1-100/United States v. Abbott, 87 F.4th 616","Fenwick (1957), the authors indicate the importance of steamboats in the transportation of supplies for Taylor's army: ""These played a most important role in the history of the conflict and for many years thereafter river navigation was vital to the life of the area between Ringgold and Brownsville, and to some extent as far up to Laredo."" Navigation was then extended further upstream: ""In October, 1846, a successful attempt was made to ascend the Rio Grande in the United States steamer Major Brown, by order of General [**12] Patterson . . .."" Another account discusses navigating to the Big Bend reach, the farthest [*625] upstream area of which any account was found: The head of steam navigation in the 1850's . . . was Roma. Goods were trans-shipped upriver to the forts by pack and wagon from there . . .."
"1-100/United States v. Abbott, 87 F.4th 616","Goods were trans-shipped upriver to the forts by pack and wagon from there . . .. First of all, until steamboats were released from wartime troop duty, he supplied the river garrisons by keelboat."
"1-100/United States v. Abbott, 87 F.4th 616","First of all, until steamboats were released from wartime troop duty, he supplied the river garrisons by keelboat. And then in 1850 he sent an expedition up the river with orders to navigate to the farthest possible place."
"1-100/United States v. Abbott, 87 F.4th 616","And then in 1850 he sent an expedition up the river with orders to navigate to the farthest possible place. He hoped to discover that shipping could utilize far more of the river's length than it had so far done."
"1-100/United States v. Abbott, 87 F.4th 616","He hoped to discover that shipping could utilize far more of the river's length than it had so far done. A keelboat and a skiff, manned by sixteen men, ascended the river by channel to a point a thousand miles above the head of steam travel or about thirteen hundred miles above the mouth."
"1-100/United States v. Abbott, 87 F.4th 616","A keelboat and a skiff, manned by sixteen men, ascended the river by channel to a point a thousand miles above the head of steam travel or about thirteen hundred miles above the mouth. It was an astonishing penetration for a river with so little water, and the expeditioneers came back, all safe, to report optimistically that if the channel were improved in certain passages, steam navigation would be entirely feasible all the way ""up to Babbitt's Falls."" Also included in the Navigability Study is an extract from the 1949 book Rio Grande, River of Destiny by Laura Gilpin that states: In 1861 [**13] the Rio Grande was navigable for two hundred miles, and Texas-grown cotton was brought to the mouth of the river by small boats for the transfer to ocean-going vessels in the Gulf of Mexico."
"1-100/United States v. Abbott, 87 F.4th 616","It was an astonishing penetration for a river with so little water, and the expeditioneers came back, all safe, to report optimistically that if the channel were improved in certain passages, steam navigation would be entirely feasible all the way ""up to Babbitt's Falls."" Also included in the Navigability Study is an extract from the 1949 book Rio Grande, River of Destiny by Laura Gilpin that states: In 1861 [**13] the Rio Grande was navigable for two hundred miles, and Texas-grown cotton was brought to the mouth of the river by small boats for the transfer to ocean-going vessels in the Gulf of Mexico. Down the coast in small boats and across the land by wagon came cotton to be sold to Europe."
"1-100/United States v. Abbott, 87 F.4th 616","Down the coast in small boats and across the land by wagon came cotton to be sold to Europe. Up the coast and back across the land went supplies for the Confederate Army, as these were imported from England, France, and Mexico."
"1-100/United States v. Abbott, 87 F.4th 616","Up the coast and back across the land went supplies for the Confederate Army, as these were imported from England, France, and Mexico. In an extract from Southwestern Historical Quarterly (1914) edited by Ephraim Douglass Adams, a letter titled ""British Correspondence Concerning Texas"" sent in 1843 states: All the rivers however, discharging themselves into the Gulf, vary greatly in their navigable facilities, according to the season, and I dare say, that in the winter and spring Months, the Rio Grande would be navigable for a great distance in light iron boats, such as are used in the upper Ganges and Indus. . . ."
"1-100/United States v. Abbott, 87 F.4th 616","In an extract from Southwestern Historical Quarterly (1914) edited by Ephraim Douglass Adams, a letter titled ""British Correspondence Concerning Texas"" sent in 1843 states: All the rivers however, discharging themselves into the Gulf, vary greatly in their navigable facilities, according to the season, and I dare say, that in the winter and spring Months, the Rio Grande would be navigable for a great distance in light iron boats, such as are used in the upper Ganges and Indus. . . . Matamoros, Tampico, Alvarado, Tabasco are all accessible to Vessels of the draught I have indicated."
"1-100/United States v. Abbott, 87 F.4th 616","Matamoros, Tampico, Alvarado, Tabasco are all accessible to Vessels of the draught I have indicated. The district court, as well as the Corps' Navigability Study, also considered Article VII of the Treaty of Guadalupe Hidalgo between the United States and Mexico, in which the countries agreed that [**14] navigation on the Rio Grande ""divided in the middle between the two Republics. . . shall be free and common to the vessels and citizens of both countries; and neither shall, without the consent of the other, construct any work that may impede or interrupt, in whole or in part, the exercise of this right."" 9 Stat. 928 (1848) (free navigability reinforced by the Gadsden Treaty, art."
"1-100/United States v. Abbott, 87 F.4th 616","The district court, as well as the Corps' Navigability Study, also considered Article VII of the Treaty of Guadalupe Hidalgo between the United States and Mexico, in which the countries agreed that [**14] navigation on the Rio Grande ""divided in the middle between the two Republics. . . shall be free and common to the vessels and citizens of both countries; and neither shall, without the consent of the other, construct any work that may impede or interrupt, in whole or in part, the exercise of this right."" 9 Stat. 928 (1848) (free navigability reinforced by the Gadsden Treaty, art. IV, 10 Stat. 1034 (1853))."
"1-100/United States v. Abbott, 87 F.4th 616","IV, 10 Stat. 1034 (1853)). Contemporaneous court cases, cited by the district court, also support a finding of historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Contemporaneous court cases, cited by the district court, also support a finding of historical navigability. These cases discuss ferry companies operating between Eagle Pass and Piedras Negras, transporting goods in commerce, such as cotton."
"1-100/United States v. Abbott, 87 F.4th 616","These cases discuss ferry companies operating between Eagle Pass and Piedras Negras, transporting goods in commerce, such as cotton. United States v."
"1-100/United States v. Abbott, 87 F.4th 616","United States v. Weil, 35 Ct. Cl. 42, 77 (1900) (""At Eagle Pass there were ferryboats in which cotton was crossed over. . ..""); Tugwell v."
"1-100/United States v. Abbott, 87 F.4th 616","Weil, 35 Ct. Cl. 42, 77 (1900) (""At Eagle Pass there were ferryboats in which cotton was crossed over. . ..""); Tugwell v. Eagle Pass Ferry Co., 74 Tex. 480, 9 S.W. 120 (Tex. 1888) (resolving dispute between ferry companies operating between Eagle Pass and Piedras Negras)."
"1-100/United States v. Abbott, 87 F.4th 616","Eagle Pass Ferry Co., 74 Tex. 480, 9 S.W. 120 (Tex. 1888) (resolving dispute between ferry companies operating between Eagle Pass and Piedras Negras). Contrary to the dissent's position, ferry usage is an appropriate consideration when evaluating historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Contrary to the dissent's position, ferry usage is an appropriate consideration when evaluating historical navigability. See Appalachian Elec., 311 U.S. at 413 n.46 (considering ferry usage)."
"1-100/United States v. Abbott, 87 F.4th 616","See Appalachian Elec., 311 U.S. at 413 n.46 (considering ferry usage). Moreover, the dissent points to a Georgia district court decision—United States v."
"1-100/United States v. Abbott, 87 F.4th 616","Moreover, the dissent points to a Georgia district court decision—United States v. Crow, Pope & Land [*626] Enters., Inc., 340 F."
"1-100/United States v. Abbott, 87 F.4th 616","Crow, Pope & Land [*626] Enters., Inc., 340 F. Supp. 25, 35 (N.D. Ga. 1972)—to support its contention that ferry usage does not demonstrate commerce in the region."
"1-100/United States v. Abbott, 87 F.4th 616","Supp. 25, 35 (N.D. Ga. 1972)—to support its contention that ferry usage does not demonstrate commerce in the region. But Crow considered intrastate bank-to-bank ferry traffic occurring entirely within Georgia on the Chattahoochee River, not commerce [**15] across an international boundary."
"1-100/United States v. Abbott, 87 F.4th 616","But Crow considered intrastate bank-to-bank ferry traffic occurring entirely within Georgia on the Chattahoochee River, not commerce [**15] across an international boundary. See id. at 29-30."
"1-100/United States v. Abbott, 87 F.4th 616","See id. at 29-30. The ferry cases cited by the United States specifically involve the transportation of goods in commerce, such as cotton, between the United States and Mexico—a feature that certainly makes the Rio Grande unique and undermines any contention that navigation must be along the river.5 In addition to the agency determinations, historical evidence, treaties between the United States and Mexico, and court cases, the district court noted several acts of Congress, attached to the United States' complaint, that emphasize the importance of navigability in the region."
"1-100/United States v. Abbott, 87 F.4th 616","The ferry cases cited by the United States specifically involve the transportation of goods in commerce, such as cotton, between the United States and Mexico—a feature that certainly makes the Rio Grande unique and undermines any contention that navigation must be along the river.5 In addition to the agency determinations, historical evidence, treaties between the United States and Mexico, and court cases, the district court noted several acts of Congress, attached to the United States' complaint, that emphasize the importance of navigability in the region. In one act to authorize the construction of a bridge over the Rio Grande between the cities of Eagle Pass, Texas, and Piedras Negras, Mexico, Congress states: [S]aid bridge shall not interfere with the free navigation of said river, and in case of any litigation arising from an obstruction or an alleged obstruction to the free navigation thereof, caused or alleged to be caused by said bridge, the case may be tried before the circuit or district court of the United States for the State of Texas having jurisdiction thereof. 23 Stat. 29 (1884)."
"1-100/United States v. Abbott, 87 F.4th 616","In one act to authorize the construction of a bridge over the Rio Grande between the cities of Eagle Pass, Texas, and Piedras Negras, Mexico, Congress states: [S]aid bridge shall not interfere with the free navigation of said river, and in case of any litigation arising from an obstruction or an alleged obstruction to the free navigation thereof, caused or alleged to be caused by said bridge, the case may be tried before the circuit or district court of the United States for the State of Texas having jurisdiction thereof. 23 Stat. 29 (1884). It further states: Congress reserves the right to withdraw the authority [**16] and power conferred by this act, in case the free navigation of said river shall at any time be substantially or materially obstructed by said bridge, or for any other reason, and to direct the removal or necessary modifications thereof at the cost and expense of the owners of said bridge. . .."
"1-100/United States v. Abbott, 87 F.4th 616","It further states: Congress reserves the right to withdraw the authority [**16] and power conferred by this act, in case the free navigation of said river shall at any time be substantially or materially obstructed by said bridge, or for any other reason, and to direct the removal or necessary modifications thereof at the cost and expense of the owners of said bridge. . .. Id. 6 A few years later, Congress authorized the Texas-Mexican Electric Light and Power Company to erect wires across the Rio Grande at Eagle Pass, Texas: Provided, That said wires shall not interfere with the free navigation of said river, and in case of any litigation arising from an obstruction or alleged obstruction to the free navigation thereof, caused or alleged to be caused by said wires, the case may be tried before the district court of the United States for the western district of Texas: And provided also, That Congress reserves the right to withdraw the power and authority conferred by this act in case the free navigation of the river shall at any time be substantially or materially obstructed by said wires, or for any other reason, and to direct the removal of said wires, or necessary modifications thereof, at the cost and expense of the owners of said wires . . . .. 26 Stat. 495 (1890).7 Perhaps if all [**17] the United States identified at this stage were these [*627] acts of Congress, we might find clear error based on Oklahoma v."
"1-100/United States v. Abbott, 87 F.4th 616","Id. 6 A few years later, Congress authorized the Texas-Mexican Electric Light and Power Company to erect wires across the Rio Grande at Eagle Pass, Texas: Provided, That said wires shall not interfere with the free navigation of said river, and in case of any litigation arising from an obstruction or alleged obstruction to the free navigation thereof, caused or alleged to be caused by said wires, the case may be tried before the district court of the United States for the western district of Texas: And provided also, That Congress reserves the right to withdraw the power and authority conferred by this act in case the free navigation of the river shall at any time be substantially or materially obstructed by said wires, or for any other reason, and to direct the removal of said wires, or necessary modifications thereof, at the cost and expense of the owners of said wires . . . .. 26 Stat. 495 (1890).7 Perhaps if all [**17] the United States identified at this stage were these [*627] acts of Congress, we might find clear error based on Oklahoma v. Texas, in which the Supreme Court, evaluating similar acts, determined that these provisions were ""only precautionary"" and ""not intended as an affirmation of navigable capacity in that locality.""8 258 U.S. 574, 586, 42 S."
"1-100/United States v. Abbott, 87 F.4th 616","Texas, in which the Supreme Court, evaluating similar acts, determined that these provisions were ""only precautionary"" and ""not intended as an affirmation of navigable capacity in that locality.""8 258 U.S. 574, 586, 42 S. Ct. 406, 66 L."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 771 (1922). But the district court relied on additional evidence, outlined supra, of the same sort relied upon by the Supreme Court in Appalachian Electric: Use of a stream long abandoned by water commerce is difficult to prove by abundant evidence."
"1-100/United States v. Abbott, 87 F.4th 616","But the district court relied on additional evidence, outlined supra, of the same sort relied upon by the Supreme Court in Appalachian Electric: Use of a stream long abandoned by water commerce is difficult to prove by abundant evidence. Fourteen authenticated instances of use in a century and a half by explorers and trappers, coupled with general historical references to the river as a water route for the early fur traders and their supplies in pirogues and Durham or flat-bottomed craft similar to the keelboats of the New [River], sufficed upon that phase in the case of the DesPlaines. 311 U.S. at 416 (emphasis added)."
"1-100/United States v. Abbott, 87 F.4th 616","Fourteen authenticated instances of use in a century and a half by explorers and trappers, coupled with general historical references to the river as a water route for the early fur traders and their supplies in pirogues and Durham or flat-bottomed craft similar to the keelboats of the New [River], sufficed upon that phase in the case of the DesPlaines. 311 U.S. at 416 (emphasis added). Likewise, here, there are numerous historical references regarding use in commerce throughout the 1800s."
"1-100/United States v. Abbott, 87 F.4th 616","Likewise, here, there are numerous historical references regarding use in commerce throughout the 1800s. Additionally, the Supreme Court in Appalachian Electric stressed the broadness in which it finds navigability: ""Nor is it necessary for navigability that the use should [**18] be continuous."
"1-100/United States v. Abbott, 87 F.4th 616","Additionally, the Supreme Court in Appalachian Electric stressed the broadness in which it finds navigability: ""Nor is it necessary for navigability that the use should [**18] be continuous. The character of the region, its products and the difficulties or dangers of the navigation influence the regularity and extent of use."
"1-100/United States v. Abbott, 87 F.4th 616","The character of the region, its products and the difficulties or dangers of the navigation influence the regularity and extent of use. Small traffic compared to the available commerce of the region is sufficient."" Id. at 409 (emphasis added)."
"1-100/United States v. Abbott, 87 F.4th 616","Small traffic compared to the available commerce of the region is sufficient."" Id. at 409 (emphasis added). ""Even absence of use over long periods of years, because of changed conditions, the coming of the railroad or improved highways does not affect the navigability of rivers in the constitutional sense."" Id. at 409-10."
"1-100/United States v. Abbott, 87 F.4th 616","""Even absence of use over long periods of years, because of changed conditions, the coming of the railroad or improved highways does not affect the navigability of rivers in the constitutional sense."" Id. at 409-10. ""Nor is lack of commercial traffic a bar to a conclusion of navigability where personal or private use by boats demonstrates the availability of the stream for the simpler types of commercial navigation."" Id. at 416 (emphasis added)."
"1-100/United States v. Abbott, 87 F.4th 616","""Nor is lack of commercial traffic a bar to a conclusion of navigability where personal or private use by boats demonstrates the availability of the stream for the simpler types of commercial navigation."" Id. at 416 (emphasis added). Finally, the district court's finding of historical navigability on the at-issue portion of the Rio Grande is supported by the Supreme Court's holding in United States v."
"1-100/United States v. Abbott, 87 F.4th 616","Finally, the district court's finding of historical navigability on the at-issue portion of the Rio Grande is supported by the Supreme Court's holding in United States v. Rio Grande Dam & Irrigation Co., 174 U.S. 690, 19 S."
"1-100/United States v. Abbott, 87 F.4th 616","Rio Grande Dam & Irrigation Co., 174 U.S. 690, 19 S. Ct. 770, 43 L."
"1-100/United States v. Abbott, 87 F.4th 616","Ct. 770, 43 L. Ed. 1136 (1899), relied upon by the district court and the Corps' Navigability Study."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 1136 (1899), relied upon by the district court and the Corps' Navigability Study. There, the Supreme Court held that the Rio Grande River is ""not navigable within the territory of New Mexico."" Id. at 695."
"1-100/United States v. Abbott, 87 F.4th 616","There, the Supreme Court held that the Rio Grande River is ""not navigable within the territory of New Mexico."" Id. at 695. However, in discussing the propriety of taking judicial notice of navigability within the territory of Texas, the Supreme Court expressly stated: ""That the Rio Grande, [**19] speaking generally, is a navigable river, is clearly shown by the affidavits."
"1-100/United States v. Abbott, 87 F.4th 616","However, in discussing the propriety of taking judicial notice of navigability within the territory of Texas, the Supreme Court expressly stated: ""That the Rio Grande, [**19] speaking generally, is a navigable river, is clearly shown by the affidavits. It is also a matter of common knowledge, and therefore the courts may properly take judicial notice of that fact."" Id. at 698.9 Accordingly, we find no clear error in the district court's historical navigability [*628] finding."
"1-100/United States v. Abbott, 87 F.4th 616","It is also a matter of common knowledge, and therefore the courts may properly take judicial notice of that fact."" Id. at 698.9 Accordingly, we find no clear error in the district court's historical navigability [*628] finding. The dissent would demand a higher showing than what is required."
"1-100/United States v. Abbott, 87 F.4th 616","The dissent would demand a higher showing than what is required. To succeed under the RHA, the United States need not prove that the Rio Grande was, in fact, historically used for commerce."
"1-100/United States v. Abbott, 87 F.4th 616","To succeed under the RHA, the United States need not prove that the Rio Grande was, in fact, historically used for commerce. It need only show that it was historically susceptible of use for commerce."
"1-100/United States v. Abbott, 87 F.4th 616","It need only show that it was historically susceptible of use for commerce. The evidence put forth by the United States overwhelmingly supports, at least, the conclusion that the at-issue segment of the Rio Grande was historically susceptible of use for commerce."
"1-100/United States v. Abbott, 87 F.4th 616","The evidence put forth by the United States overwhelmingly supports, at least, the conclusion that the at-issue segment of the Rio Grande was historically susceptible of use for commerce. On these facts, we are not left with a ""definite and firm conviction"" that the district court erred."
"1-100/United States v. Abbott, 87 F.4th 616","On these facts, we are not left with a ""definite and firm conviction"" that the district court erred. Clark, 693 F.2d at 501-02 (quoting U.S. Gypsum Co., 333 U.S. at 395)."
"1-100/United States v. Abbott, 87 F.4th 616","Clark, 693 F.2d at 501-02 (quoting U.S. Gypsum Co., 333 U.S. at 395). Moreover, we expect the evidence to develop as this case proceeds to the merits."
"1-100/United States v. Abbott, 87 F.4th 616","Moreover, we expect the evidence to develop as this case proceeds to the merits. We reiterate the posture of the case before us."
"1-100/United States v. Abbott, 87 F.4th 616","We reiterate the posture of the case before us. We are not reviewing a permanent, but a preliminary, injunction."
"1-100/United States v. Abbott, 87 F.4th 616","We are not reviewing a permanent, but a preliminary, injunction. The ""extraordinary"" nature of a preliminary injunction does not heighten Winter's ""likely"" standard."
"1-100/United States v. Abbott, 87 F.4th 616","The ""extraordinary"" nature of a preliminary injunction does not heighten Winter's ""likely"" standard. See Winter, 555 U.S. at 22."
"1-100/United States v. Abbott, 87 F.4th 616","See Winter, 555 U.S. at 22. For now, this showing is sufficient.10 ii."
"1-100/United States v. Abbott, 87 F.4th 616","After finding navigability, the district court found obstruction, concluding that ""the floating barrier interferes with or diminishes the navigable capacity of the Rio Grande and creates a hazard."" Whether there is an obstruction is a question of fact reviewed for clear error. Rio Grande Dam, 174 U.S. at 709."
"1-100/United States v. Abbott, 87 F.4th 616","Rio Grande Dam, 174 U.S. at 709. Texas argues that to be an obstruction, an object must tend to destroy the navigable capacity of a waterway."
"1-100/United States v. Abbott, 87 F.4th 616","United States v. Republic Steel Corp., 362 U.S. 482, 489, 80 S."
"1-100/United States v. Abbott, 87 F.4th 616","Ct. 884, 4 L. Ed. 2d 903 (1960).11 Under this broad construction, the Supreme Court has previously found matter described as ""fine particles"" from an iron mill to be an obstruction under Section 10."
"1-100/United States v. Abbott, 87 F.4th 616","Ed. 2d 903 (1960).11 Under this broad construction, the Supreme Court has previously found matter described as ""fine particles"" from an iron mill to be an obstruction under Section 10. Id. at 483."
"1-100/United States v. Abbott, 87 F.4th 616","Id. at 483. The Fifth Circuit has likewise acknowledged the Supreme Court's broad interpretation of obstruction."
"1-100/United States v. Abbott, 87 F.4th 616","The Fifth Circuit has likewise acknowledged the Supreme Court's broad interpretation of obstruction. Vieux Carre Prop."
